forecast_date,target,target_end_date,location,type,quantile,value
2022-01-16,3 wk ahead cum death,2022-02-05,21,point,NA,13969
2022-01-16,4 wk ahead cum death,2022-02-12,21,point,NA,14308
2022-01-16,1 wk ahead cum death,2022-01-22,22,point,NA,15469
2022-01-16,2 wk ahead cum death,2022-01-29,22,point,NA,15847
2022-01-16,3 wk ahead cum death,2022-02-05,22,point,NA,16366
2022-01-16,4 wk ahead cum death,2022-02-12,22,point,NA,16734
2022-01-16,1 wk ahead cum death,2022-01-22,23,point,NA,1687
2022-01-16,2 wk ahead cum death,2022-01-29,23,point,NA,1733
2022-01-16,3 wk ahead cum death,2022-02-05,23,point,NA,1820
2022-01-16,4 wk ahead cum death,2022-02-12,23,point,NA,1876
2022-01-16,1 wk ahead cum death,2022-01-22,24,point,NA,12949
2022-01-16,2 wk ahead cum death,2022-01-29,24,point,NA,13341
2022-01-16,3 wk ahead cum death,2022-02-05,24,point,NA,14117
2022-01-16,4 wk ahead cum death,2022-02-12,24,point,NA,16425
2022-01-16,1 wk ahead cum death,2022-01-22,25,point,NA,21384
2022-01-16,2 wk ahead cum death,2022-01-29,25,point,NA,21865
2022-01-16,3 wk ahead cum death,2022-02-05,25,point,NA,22935
2022-01-16,4 wk ahead cum death,2022-02-12,25,point,NA,24021
2022-01-16,1 wk ahead cum death,2022-01-22,26,point,NA,31126
2022-01-16,2 wk ahead cum death,2022-01-29,26,point,NA,31725
2022-01-16,3 wk ahead cum death,2022-02-05,26,point,NA,32436
2022-01-16,4 wk ahead cum death,2022-02-12,26,point,NA,33398
2022-01-16,1 wk ahead cum death,2022-01-22,27,point,NA,11362
2022-01-16,2 wk ahead cum death,2022-01-29,27,point,NA,11655
2022-01-16,3 wk ahead cum death,2022-02-05,27,point,NA,11994
2022-01-16,4 wk ahead cum death,2022-02-12,27,point,NA,12273
2022-01-16,1 wk ahead cum death,2022-01-22,28,point,NA,10818
2022-01-16,2 wk ahead cum death,2022-01-29,28,point,NA,11031
2022-01-16,3 wk ahead cum death,2022-02-05,28,point,NA,11296
2022-01-16,4 wk ahead cum death,2022-02-12,28,point,NA,11513
2022-01-16,1 wk ahead cum death,2022-01-22,29,point,NA,16115
2022-01-16,2 wk ahead cum death,2022-01-29,29,point,NA,16479
2022-01-16,3 wk ahead cum death,2022-02-05,29,point,NA,17030
2022-01-16,4 wk ahead cum death,2022-02-12,29,point,NA,17418
2022-01-16,1 wk ahead cum death,2022-01-22,30,point,NA,3024
2022-01-16,2 wk ahead cum death,2022-01-29,30,point,NA,3110
2022-01-16,3 wk ahead cum death,2022-02-05,30,point,NA,3232
2022-01-16,4 wk ahead cum death,2022-02-12,30,point,NA,3312
2022-01-16,1 wk ahead cum death,2022-01-22,31,point,NA,3696
2022-01-16,2 wk ahead cum death,2022-01-29,31,point,NA,3861
2022-01-16,3 wk ahead cum death,2022-02-05,31,point,NA,4108
2022-01-16,4 wk ahead cum death,2022-02-12,31,point,NA,4268
2022-01-16,1 wk ahead cum death,2022-01-22,32,point,NA,8735
2022-01-16,2 wk ahead cum death,2022-01-29,32,point,NA,8852
2022-01-16,3 wk ahead cum death,2022-02-05,32,point,NA,8981
2022-01-16,4 wk ahead cum death,2022-02-12,32,point,NA,9089
2022-01-16,1 wk ahead cum death,2022-01-22,33,point,NA,2139
2022-01-16,2 wk ahead cum death,2022-01-29,33,point,NA,2207
2022-01-16,3 wk ahead cum death,2022-02-05,33,point,NA,2278
2022-01-16,4 wk ahead cum death,2022-02-12,33,point,NA,2333
2022-01-16,1 wk ahead cum death,2022-01-22,34,point,NA,30637
2022-01-16,2 wk ahead cum death,2022-01-29,34,point,NA,31353
2022-01-16,3 wk ahead cum death,2022-02-05,34,point,NA,32895
2022-01-16,4 wk ahead cum death,2022-02-12,34,point,NA,35886
2022-01-16,1 wk ahead cum death,2022-01-22,35,point,NA,6252
2022-01-16,2 wk ahead cum death,2022-01-29,35,point,NA,6382
2022-01-16,3 wk ahead cum death,2022-02-05,35,point,NA,6510
2022-01-16,4 wk ahead cum death,2022-02-12,35,point,NA,6601
2022-01-16,1 wk ahead cum death,2022-01-22,36,point,NA,64999
2022-01-16,2 wk ahead cum death,2022-01-29,36,point,NA,68082
2022-01-16,3 wk ahead cum death,2022-02-05,36,point,NA,72379
2022-01-16,4 wk ahead cum death,2022-02-12,36,point,NA,76985
2022-01-16,1 wk ahead cum death,2022-01-22,37,point,NA,20412
2022-01-16,2 wk ahead cum death,2022-01-29,37,point,NA,21012
2022-01-16,3 wk ahead cum death,2022-02-05,37,point,NA,21618
2022-01-16,4 wk ahead cum death,2022-02-12,37,point,NA,22125
2022-01-16,1 wk ahead cum death,2022-01-22,38,point,NA,2169
2022-01-16,2 wk ahead cum death,2022-01-29,38,point,NA,2258
2022-01-16,3 wk ahead cum death,2022-02-05,38,point,NA,2376
2022-01-16,4 wk ahead cum death,2022-02-12,38,point,NA,2452
2022-01-16,1 wk ahead cum death,2022-01-22,39,point,NA,31538
2022-01-16,2 wk ahead cum death,2022-01-29,39,point,NA,32253
2022-01-16,3 wk ahead cum death,2022-02-05,39,point,NA,33970
2022-01-16,4 wk ahead cum death,2022-02-12,39,point,NA,35493
2022-01-16,1 wk ahead cum death,2022-01-22,40,point,NA,12935
2022-01-16,2 wk ahead cum death,2022-01-29,40,point,NA,13143
2022-01-16,3 wk ahead cum death,2022-02-05,40,point,NA,13361
2022-01-16,4 wk ahead cum death,2022-02-12,40,point,NA,13543
2022-01-16,1 wk ahead cum death,2022-01-22,41,point,NA,6046
2022-01-16,2 wk ahead cum death,2022-01-29,41,point,NA,6240
2022-01-16,3 wk ahead cum death,2022-02-05,41,point,NA,6444
2022-01-16,4 wk ahead cum death,2022-02-12,41,point,NA,6604
2022-01-16,1 wk ahead cum death,2022-01-22,42,point,NA,39128
2022-01-16,2 wk ahead cum death,2022-01-29,42,point,NA,39888
2022-01-16,3 wk ahead cum death,2022-02-05,42,point,NA,40783
2022-01-16,4 wk ahead cum death,2022-02-12,42,point,NA,42024
2022-01-16,1 wk ahead cum death,2022-01-22,44,point,NA,3238
2022-01-16,2 wk ahead cum death,2022-01-29,44,point,NA,3314
2022-01-16,3 wk ahead cum death,2022-02-05,44,point,NA,3374
2022-01-16,4 wk ahead cum death,2022-02-12,44,point,NA,3431
2022-01-16,1 wk ahead cum death,2022-01-22,45,point,NA,15190
2022-01-16,2 wk ahead cum death,2022-01-29,45,point,NA,15553
2022-01-16,3 wk ahead cum death,2022-02-05,45,point,NA,15925
2022-01-16,4 wk ahead cum death,2022-02-12,45,point,NA,16244
2022-01-16,1 wk ahead cum death,2022-01-22,46,point,NA,2639
2022-01-16,2 wk ahead cum death,2022-01-29,46,point,NA,2740
2022-01-16,3 wk ahead cum death,2022-02-05,46,point,NA,2894
2022-01-16,4 wk ahead cum death,2022-02-12,46,point,NA,2986
2022-01-16,1 wk ahead cum death,2022-01-22,47,point,NA,21510
2022-01-16,2 wk ahead cum death,2022-01-29,47,point,NA,22018
2022-01-16,3 wk ahead cum death,2022-02-05,47,point,NA,22727
2022-01-16,4 wk ahead cum death,2022-02-12,47,point,NA,23356
2022-01-16,1 wk ahead cum death,2022-01-22,48,point,NA,78469
2022-01-16,2 wk ahead cum death,2022-01-29,48,point,NA,80954
2022-01-16,3 wk ahead cum death,2022-02-05,48,point,NA,84234
2022-01-16,4 wk ahead cum death,2022-02-12,48,point,NA,86679
2022-01-16,1 wk ahead cum death,2022-01-22,49,point,NA,2719
2022-01-16,2 wk ahead cum death,2022-01-29,49,point,NA,2861
2022-01-16,3 wk ahead cum death,2022-02-05,49,point,NA,3045
2022-01-16,4 wk ahead cum death,2022-02-12,49,point,NA,3162
2022-01-16,1 wk ahead cum death,2022-01-22,50,point,NA,527
2022-01-16,2 wk ahead cum death,2022-01-29,50,point,NA,561
2022-01-16,3 wk ahead cum death,2022-02-05,50,point,NA,621
2022-01-16,4 wk ahead cum death,2022-02-12,50,point,NA,654
2022-01-16,1 wk ahead cum death,2022-01-22,51,point,NA,16279
2022-01-16,2 wk ahead cum death,2022-01-29,51,point,NA,16824
2022-01-16,3 wk ahead cum death,2022-02-05,51,point,NA,17583
2022-01-16,4 wk ahead cum death,2022-02-12,51,point,NA,18563
2022-01-16,1 wk ahead cum death,2022-01-22,53,point,NA,10518
2022-01-16,2 wk ahead cum death,2022-01-29,53,point,NA,10886
2022-01-16,3 wk ahead cum death,2022-02-05,53,point,NA,11699
2022-01-16,4 wk ahead cum death,2022-02-12,53,point,NA,12101
2022-01-16,1 wk ahead cum death,2022-01-22,54,point,NA,5647
2022-01-16,2 wk ahead cum death,2022-01-29,54,point,NA,5776
2022-01-16,3 wk ahead cum death,2022-02-05,54,point,NA,5960
2022-01-16,4 wk ahead cum death,2022-02-12,54,point,NA,6055
2022-01-16,1 wk ahead cum death,2022-01-22,55,point,NA,11936
2022-01-16,2 wk ahead cum death,2022-01-29,55,point,NA,12306
2022-01-16,3 wk ahead cum death,2022-02-05,55,point,NA,12607
2022-01-16,4 wk ahead cum death,2022-02-12,55,point,NA,12870
2022-01-16,1 wk ahead cum death,2022-01-22,56,point,NA,1622
2022-01-16,2 wk ahead cum death,2022-01-29,56,point,NA,1665
2022-01-16,3 wk ahead cum death,2022-02-05,56,point,NA,1712
2022-01-16,4 wk ahead cum death,2022-02-12,56,point,NA,1747
2022-01-16,1 wk ahead inc death,2022-01-22,01,point,NA,257
2022-01-16,2 wk ahead inc death,2022-01-29,01,point,NA,220
2022-01-16,3 wk ahead inc death,2022-02-05,01,point,NA,483
2022-01-16,4 wk ahead inc death,2022-02-12,01,point,NA,317
2022-01-16,1 wk ahead inc death,2022-01-22,02,point,NA,46
2022-01-16,2 wk ahead inc death,2022-01-29,02,point,NA,61
2022-01-16,3 wk ahead inc death,2022-02-05,02,point,NA,74
2022-01-16,4 wk ahead inc death,2022-02-12,02,point,NA,51
2022-01-16,1 wk ahead inc death,2022-01-22,04,point,NA,259
2022-01-16,2 wk ahead inc death,2022-01-29,04,point,NA,723
2022-01-16,3 wk ahead inc death,2022-02-05,04,point,NA,728
2022-01-16,4 wk ahead inc death,2022-02-12,04,point,NA,665
2022-01-16,1 wk ahead inc death,2022-01-22,05,point,NA,179
2022-01-16,2 wk ahead inc death,2022-01-29,05,point,NA,233
2022-01-16,3 wk ahead inc death,2022-02-05,05,point,NA,250
2022-01-16,4 wk ahead inc death,2022-02-12,05,point,NA,179
2022-01-16,1 wk ahead inc death,2022-01-22,06,point,NA,1611
2022-01-16,2 wk ahead inc death,2022-01-29,06,point,NA,1876
2022-01-16,3 wk ahead inc death,2022-02-05,06,point,NA,2660
2022-01-16,4 wk ahead inc death,2022-02-12,06,point,NA,2943
2022-01-16,1 wk ahead inc death,2022-01-22,08,point,NA,248
2022-01-16,2 wk ahead inc death,2022-01-29,08,point,NA,325
2022-01-16,3 wk ahead inc death,2022-02-05,08,point,NA,372
2022-01-16,4 wk ahead inc death,2022-02-12,08,point,NA,251
2022-01-16,1 wk ahead inc death,2022-01-22,09,point,NA,261
2022-01-16,2 wk ahead inc death,2022-01-29,09,point,NA,263
2022-01-16,3 wk ahead inc death,2022-02-05,09,point,NA,769
2022-01-16,4 wk ahead inc death,2022-02-12,09,point,NA,688
2022-01-16,1 wk ahead inc death,2022-01-22,10,point,NA,64
2022-01-16,2 wk ahead inc death,2022-01-29,10,point,NA,76
2022-01-16,3 wk ahead inc death,2022-02-05,10,point,NA,100
2022-01-16,4 wk ahead inc death,2022-02-12,10,point,NA,67
2022-01-16,1 wk ahead inc death,2022-01-22,11,point,NA,39
2022-01-16,2 wk ahead inc death,2022-01-29,11,point,NA,39
2022-01-16,3 wk ahead inc death,2022-02-05,11,point,NA,48
2022-01-16,4 wk ahead inc death,2022-02-12,11,point,NA,46
2022-01-16,1 wk ahead inc death,2022-01-22,12,point,NA,0
2022-01-16,2 wk ahead inc death,2022-01-29,12,point,NA,0
2022-01-16,3 wk ahead inc death,2022-02-05,12,point,NA,0
2022-01-16,4 wk ahead inc death,2022-02-12,12,point,NA,0
2022-01-16,1 wk ahead inc death,2022-01-22,13,point,NA,479
2022-01-16,2 wk ahead inc death,2022-01-29,13,point,NA,631
2022-01-16,3 wk ahead inc death,2022-02-05,13,point,NA,687
2022-01-16,4 wk ahead inc death,2022-02-12,13,point,NA,616
2022-01-16,1 wk ahead inc death,2022-01-22,15,point,NA,97
2022-01-16,2 wk ahead inc death,2022-01-29,15,point,NA,98
2022-01-16,3 wk ahead inc death,2022-02-05,15,point,NA,129
2022-01-16,4 wk ahead inc death,2022-02-12,15,point,NA,537
2022-01-16,1 wk ahead inc death,2022-01-22,16,point,NA,78
2022-01-16,2 wk ahead inc death,2022-01-29,16,point,NA,92
2022-01-16,3 wk ahead inc death,2022-02-05,16,point,NA,114
2022-01-16,4 wk ahead inc death,2022-02-12,16,point,NA,82
2022-01-16,1 wk ahead inc death,2022-01-22,17,point,NA,1038
2022-01-16,2 wk ahead inc death,2022-01-29,17,point,NA,1085
2022-01-16,3 wk ahead inc death,2022-02-05,17,point,NA,1203
2022-01-16,4 wk ahead inc death,2022-02-12,17,point,NA,1460
2022-01-16,1 wk ahead inc death,2022-01-22,18,point,NA,429
2022-01-16,2 wk ahead inc death,2022-01-29,18,point,NA,463
2022-01-16,3 wk ahead inc death,2022-02-05,18,point,NA,563
2022-01-16,4 wk ahead inc death,2022-02-12,18,point,NA,403
2022-01-16,1 wk ahead inc death,2022-01-22,19,point,NA,161
2022-01-16,2 wk ahead inc death,2022-01-29,19,point,NA,192
2022-01-16,3 wk ahead inc death,2022-02-05,19,point,NA,249
2022-01-16,4 wk ahead inc death,2022-02-12,19,point,NA,171
2022-01-16,1 wk ahead inc death,2022-01-22,20,point,NA,216
2022-01-16,2 wk ahead inc death,2022-01-29,20,point,NA,246
2022-01-16,3 wk ahead inc death,2022-02-05,20,point,NA,302
2022-01-16,4 wk ahead inc death,2022-02-12,20,point,NA,209
2022-01-16,1 wk ahead inc death,2022-01-22,21,point,NA,393
2022-01-16,2 wk ahead inc death,2022-01-29,21,point,NA,489
2022-01-16,3 wk ahead inc death,2022-02-05,21,point,NA,570
2022-01-16,4 wk ahead inc death,2022-02-12,21,point,NA,338
2022-01-16,1 wk ahead inc death,2022-01-22,22,point,NA,332
2022-01-16,2 wk ahead inc death,2022-01-29,22,point,NA,377
2022-01-16,3 wk ahead inc death,2022-02-05,22,point,NA,519
2022-01-16,4 wk ahead inc death,2022-02-12,22,point,NA,368
2022-01-16,1 wk ahead inc death,2022-01-22,23,point,NA,43
2022-01-16,2 wk ahead inc death,2022-01-29,23,point,NA,45
2022-01-16,3 wk ahead inc death,2022-02-05,23,point,NA,88
2022-01-16,4 wk ahead inc death,2022-02-12,23,point,NA,56
2022-01-16,1 wk ahead inc death,2022-01-22,24,point,NA,453
2022-01-16,2 wk ahead inc death,2022-01-29,24,point,NA,431
2022-01-16,3 wk ahead inc death,2022-02-05,24,point,NA,815
2022-01-16,4 wk ahead inc death,2022-02-12,24,point,NA,2347
2022-01-16,1 wk ahead inc death,2022-01-22,25,point,NA,0
2022-01-16,2 wk ahead inc death,2022-01-29,25,point,NA,0
2022-01-16,3 wk ahead inc death,2022-02-05,25,point,NA,43
2022-01-16,4 wk ahead inc death,2022-02-12,25,point,NA,59
2022-01-16,1 wk ahead inc death,2022-01-22,26,point,NA,258
2022-01-16,2 wk ahead inc death,2022-01-29,26,point,NA,270
2022-01-16,3 wk ahead inc death,2022-02-05,26,point,NA,382
2022-01-16,4 wk ahead inc death,2022-02-12,26,point,NA,632
2022-01-16,1 wk ahead inc death,2022-01-22,27,point,NA,251
2022-01-16,2 wk ahead inc death,2022-01-29,27,point,NA,293
2022-01-16,3 wk ahead inc death,2022-02-05,27,point,NA,340
2022-01-16,4 wk ahead inc death,2022-02-12,27,point,NA,278
2022-01-16,1 wk ahead inc death,2022-01-22,28,point,NA,193
2022-01-16,2 wk ahead inc death,2022-01-29,28,point,NA,212
2022-01-16,3 wk ahead inc death,2022-02-05,28,point,NA,265
2022-01-16,4 wk ahead inc death,2022-02-12,28,point,NA,217
2022-01-16,1 wk ahead inc death,2022-01-22,29,point,NA,278
2022-01-16,2 wk ahead inc death,2022-01-29,29,point,NA,299
2022-01-16,3 wk ahead inc death,2022-02-05,29,point,NA,487
2022-01-16,4 wk ahead inc death,2022-02-12,29,point,NA,325
2022-01-16,1 wk ahead inc death,2022-01-22,30,point,NA,79
2022-01-16,2 wk ahead inc death,2022-01-29,30,point,NA,86
2022-01-16,3 wk ahead inc death,2022-02-05,30,point,NA,122
2022-01-16,4 wk ahead inc death,2022-02-12,30,point,NA,81
2022-01-16,1 wk ahead inc death,2022-01-22,31,point,NA,219
2022-01-16,2 wk ahead inc death,2022-01-29,31,point,NA,238
2022-01-16,3 wk ahead inc death,2022-02-05,31,point,NA,318
2022-01-16,4 wk ahead inc death,2022-02-12,31,point,NA,232
2022-01-16,1 wk ahead inc death,2022-01-22,32,point,NA,108
2022-01-16,2 wk ahead inc death,2022-01-29,32,point,NA,117
2022-01-16,3 wk ahead inc death,2022-02-05,32,point,NA,129
2022-01-16,4 wk ahead inc death,2022-02-12,32,point,NA,108
2022-01-16,1 wk ahead inc death,2022-01-22,33,point,NA,63
2022-01-16,2 wk ahead inc death,2022-01-29,33,point,NA,71
2022-01-16,3 wk ahead inc death,2022-02-05,33,point,NA,74
2022-01-16,4 wk ahead inc death,2022-02-12,33,point,NA,58
2022-01-16,1 wk ahead inc death,2022-01-22,34,point,NA,678
2022-01-16,2 wk ahead inc death,2022-01-29,34,point,NA,716
2022-01-16,3 wk ahead inc death,2022-02-05,34,point,NA,1542
2022-01-16,4 wk ahead inc death,2022-02-12,34,point,NA,2991
2022-01-16,1 wk ahead inc death,2022-01-22,35,point,NA,107
2022-01-16,2 wk ahead inc death,2022-01-29,35,point,NA,129
2022-01-16,3 wk ahead inc death,2022-02-05,35,point,NA,128
2022-01-16,4 wk ahead inc death,2022-02-12,35,point,NA,92
2022-01-16,1 wk ahead inc death,2022-01-22,36,point,NA,3351
2022-01-16,2 wk ahead inc death,2022-01-29,36,point,NA,3090
2022-01-16,3 wk ahead inc death,2022-02-05,36,point,NA,4304
2022-01-16,4 wk ahead inc death,2022-02-12,36,point,NA,4612
2022-01-16,1 wk ahead inc death,2022-01-22,37,point,NA,509
2022-01-16,2 wk ahead inc death,2022-01-29,37,point,NA,600
2022-01-16,3 wk ahead inc death,2022-02-05,37,point,NA,606
2022-01-16,4 wk ahead inc death,2022-02-12,37,point,NA,507
2022-01-16,1 wk ahead inc death,2022-01-22,38,point,NA,77
2022-01-16,2 wk ahead inc death,2022-01-29,38,point,NA,89
2022-01-16,3 wk ahead inc death,2022-02-05,38,point,NA,118
2022-01-16,4 wk ahead inc death,2022-02-12,38,point,NA,76
2022-01-16,1 wk ahead inc death,2022-01-22,39,point,NA,616
2022-01-16,2 wk ahead inc death,2022-01-29,39,point,NA,715
2022-01-16,3 wk ahead inc death,2022-02-05,39,point,NA,1717
2022-01-16,4 wk ahead inc death,2022-02-12,39,point,NA,1523
2022-01-16,1 wk ahead inc death,2022-01-22,40,point,NA,249
2022-01-16,2 wk ahead inc death,2022-01-29,40,point,NA,299
2022-01-16,3 wk ahead inc death,2022-02-05,40,point,NA,307
2022-01-16,4 wk ahead inc death,2022-02-12,40,point,NA,272
2022-01-16,1 wk ahead inc death,2022-01-22,41,point,NA,163
2022-01-16,2 wk ahead inc death,2022-01-29,41,point,NA,194
2022-01-16,3 wk ahead inc death,2022-02-05,41,point,NA,203
2022-01-16,4 wk ahead inc death,2022-02-12,41,point,NA,160
2022-01-16,1 wk ahead inc death,2022-01-22,42,point,NA,702
2022-01-16,2 wk ahead inc death,2022-01-29,42,point,NA,760
2022-01-16,3 wk ahead inc death,2022-02-05,42,point,NA,894
2022-01-16,4 wk ahead inc death,2022-02-12,42,point,NA,1241
2022-01-16,1 wk ahead inc death,2022-01-22,44,point,NA,75
2022-01-16,2 wk ahead inc death,2022-01-29,44,point,NA,88
2022-01-16,3 wk ahead inc death,2022-02-05,44,point,NA,72
2022-01-16,4 wk ahead inc death,2022-02-12,44,point,NA,69
2022-01-16,1 wk ahead inc death,2022-01-22,45,point,NA,276
2022-01-16,2 wk ahead inc death,2022-01-29,45,point,NA,363
2022-01-16,3 wk ahead inc death,2022-02-05,45,point,NA,372
2022-01-16,4 wk ahead inc death,2022-02-12,45,point,NA,319
2022-01-16,1 wk ahead inc death,2022-01-22,46,point,NA,95
2022-01-16,2 wk ahead inc death,2022-01-29,46,point,NA,101
2022-01-16,3 wk ahead inc death,2022-02-05,46,point,NA,154
2022-01-16,4 wk ahead inc death,2022-02-12,46,point,NA,92
2022-01-16,1 wk ahead inc death,2022-01-22,47,point,NA,391
2022-01-16,2 wk ahead inc death,2022-01-29,47,point,NA,510
2022-01-16,3 wk ahead inc death,2022-02-05,47,point,NA,711
2022-01-16,4 wk ahead inc death,2022-02-12,47,point,NA,631
2022-01-16,1 wk ahead inc death,2022-01-22,48,point,NA,1548
2022-01-16,2 wk ahead inc death,2022-01-29,48,point,NA,2486
2022-01-16,3 wk ahead inc death,2022-02-05,48,point,NA,3280
2022-01-16,4 wk ahead inc death,2022-02-12,48,point,NA,2445
2022-01-16,1 wk ahead inc death,2022-01-22,49,point,NA,0
2022-01-16,2 wk ahead inc death,2022-01-29,49,point,NA,0
2022-01-16,3 wk ahead inc death,2022-02-05,49,point,NA,0
2022-01-16,4 wk ahead inc death,2022-02-12,49,point,NA,0
2022-01-16,1 wk ahead inc death,2022-01-22,50,point,NA,34
2022-01-16,2 wk ahead inc death,2022-01-29,50,point,NA,34
2022-01-16,3 wk ahead inc death,2022-02-05,50,point,NA,61
2022-01-16,4 wk ahead inc death,2022-02-12,50,point,NA,33
2022-01-16,1 wk ahead inc death,2022-01-22,51,point,NA,476
2022-01-16,2 wk ahead inc death,2022-01-29,51,point,NA,545
2022-01-16,3 wk ahead inc death,2022-02-05,51,point,NA,759
2022-01-16,4 wk ahead inc death,2022-02-12,51,point,NA,980
2022-01-16,1 wk ahead inc death,2022-01-22,53,point,NA,321
2022-01-16,2 wk ahead inc death,2022-01-29,53,point,NA,369
2022-01-16,3 wk ahead inc death,2022-02-05,53,point,NA,813
