forecast_date,target,target_end_date,location,type,quantile,value
2021-02-21,3 wk ahead cum death,2021-03-13,12,point,NA,32392
2021-02-21,4 wk ahead cum death,2021-03-20,12,point,NA,33239
2021-02-21,1 wk ahead cum death,2021-02-27,13,point,NA,17305
2021-02-21,2 wk ahead cum death,2021-03-06,13,point,NA,17837
2021-02-21,3 wk ahead cum death,2021-03-13,13,point,NA,18345
2021-02-21,4 wk ahead cum death,2021-03-20,13,point,NA,18852
2021-02-21,1 wk ahead cum death,2021-02-27,15,point,NA,443
2021-02-21,2 wk ahead cum death,2021-03-06,15,point,NA,454
2021-02-21,3 wk ahead cum death,2021-03-13,15,point,NA,475
2021-02-21,4 wk ahead cum death,2021-03-20,15,point,NA,497
2021-02-21,1 wk ahead cum death,2021-02-27,16,point,NA,1882
2021-02-21,2 wk ahead cum death,2021-03-06,16,point,NA,1932
2021-02-21,3 wk ahead cum death,2021-03-13,16,point,NA,1987
2021-02-21,4 wk ahead cum death,2021-03-20,16,point,NA,2041
2021-02-21,1 wk ahead cum death,2021-02-27,17,point,NA,22709
2021-02-21,2 wk ahead cum death,2021-03-06,17,point,NA,22945
2021-02-21,3 wk ahead cum death,2021-03-13,17,point,NA,23207
2021-02-21,4 wk ahead cum death,2021-03-20,17,point,NA,23462
2021-02-21,1 wk ahead cum death,2021-02-27,18,point,NA,12705
2021-02-21,2 wk ahead cum death,2021-03-06,18,point,NA,12933
2021-02-21,3 wk ahead cum death,2021-03-13,18,point,NA,13291
2021-02-21,4 wk ahead cum death,2021-03-20,18,point,NA,13588
2021-02-21,1 wk ahead cum death,2021-02-27,19,point,NA,5468
2021-02-21,2 wk ahead cum death,2021-03-06,19,point,NA,5636
2021-02-21,3 wk ahead cum death,2021-03-13,19,point,NA,5857
2021-02-21,4 wk ahead cum death,2021-03-20,19,point,NA,5968
2021-02-21,1 wk ahead cum death,2021-02-27,20,point,NA,4695
2021-02-21,2 wk ahead cum death,2021-03-06,20,point,NA,4808
2021-02-21,3 wk ahead cum death,2021-03-13,20,point,NA,4898
2021-02-21,4 wk ahead cum death,2021-03-20,20,point,NA,4978
2021-02-21,1 wk ahead cum death,2021-02-27,21,point,NA,4640
2021-02-21,2 wk ahead cum death,2021-03-06,21,point,NA,4823
2021-02-21,3 wk ahead cum death,2021-03-13,21,point,NA,5036
2021-02-21,4 wk ahead cum death,2021-03-20,21,point,NA,5234
2021-02-21,1 wk ahead cum death,2021-02-27,22,point,NA,9627
2021-02-21,2 wk ahead cum death,2021-03-06,22,point,NA,9780
2021-02-21,3 wk ahead cum death,2021-03-13,22,point,NA,9982
2021-02-21,4 wk ahead cum death,2021-03-20,22,point,NA,10202
2021-02-21,1 wk ahead cum death,2021-02-27,23,point,NA,677
2021-02-21,2 wk ahead cum death,2021-03-06,23,point,NA,693
2021-02-21,3 wk ahead cum death,2021-03-13,23,point,NA,718
2021-02-21,4 wk ahead cum death,2021-03-20,23,point,NA,741
2021-02-21,1 wk ahead cum death,2021-02-27,24,point,NA,7847
2021-02-21,2 wk ahead cum death,2021-03-06,24,point,NA,7959
2021-02-21,3 wk ahead cum death,2021-03-13,24,point,NA,8091
2021-02-21,4 wk ahead cum death,2021-03-20,24,point,NA,8231
2021-02-21,1 wk ahead cum death,2021-02-27,25,point,NA,16088
2021-02-21,2 wk ahead cum death,2021-03-06,25,point,NA,16359
2021-02-21,3 wk ahead cum death,2021-03-13,25,point,NA,16595
2021-02-21,4 wk ahead cum death,2021-03-20,25,point,NA,16822
2021-02-21,1 wk ahead cum death,2021-02-27,26,point,NA,16352
2021-02-21,2 wk ahead cum death,2021-03-06,26,point,NA,16490
2021-02-21,3 wk ahead cum death,2021-03-13,26,point,NA,16655
2021-02-21,4 wk ahead cum death,2021-03-20,26,point,NA,16815
2021-02-21,1 wk ahead cum death,2021-02-27,27,point,NA,6555
2021-02-21,2 wk ahead cum death,2021-03-06,27,point,NA,6610
2021-02-21,3 wk ahead cum death,2021-03-13,27,point,NA,6671
2021-02-21,4 wk ahead cum death,2021-03-20,27,point,NA,6722
2021-02-21,1 wk ahead cum death,2021-02-27,28,point,NA,6689
2021-02-21,2 wk ahead cum death,2021-03-06,28,point,NA,6805
2021-02-21,3 wk ahead cum death,2021-03-13,28,point,NA,6949
2021-02-21,4 wk ahead cum death,2021-03-20,28,point,NA,7091
2021-02-21,1 wk ahead cum death,2021-02-27,29,point,NA,7782
2021-02-21,2 wk ahead cum death,2021-03-06,29,point,NA,7970
2021-02-21,3 wk ahead cum death,2021-03-13,29,point,NA,8159
2021-02-21,4 wk ahead cum death,2021-03-20,29,point,NA,8347
2021-02-21,1 wk ahead cum death,2021-02-27,30,point,NA,1362
2021-02-21,2 wk ahead cum death,2021-03-06,30,point,NA,1377
2021-02-21,3 wk ahead cum death,2021-03-13,30,point,NA,1395
2021-02-21,4 wk ahead cum death,2021-03-20,30,point,NA,1409
2021-02-21,1 wk ahead cum death,2021-02-27,31,point,NA,2092
2021-02-21,2 wk ahead cum death,2021-03-06,31,point,NA,2130
2021-02-21,3 wk ahead cum death,2021-03-13,31,point,NA,2164
2021-02-21,4 wk ahead cum death,2021-03-20,31,point,NA,2198
2021-02-21,1 wk ahead cum death,2021-02-27,32,point,NA,5013
2021-02-21,2 wk ahead cum death,2021-03-06,32,point,NA,5150
2021-02-21,3 wk ahead cum death,2021-03-13,32,point,NA,5289
2021-02-21,4 wk ahead cum death,2021-03-20,32,point,NA,5428
2021-02-21,1 wk ahead cum death,2021-02-27,33,point,NA,1180
2021-02-21,2 wk ahead cum death,2021-03-06,33,point,NA,1204
2021-02-21,3 wk ahead cum death,2021-03-13,33,point,NA,1234
2021-02-21,4 wk ahead cum death,2021-03-20,33,point,NA,1255
2021-02-21,1 wk ahead cum death,2021-02-27,34,point,NA,23195
2021-02-21,2 wk ahead cum death,2021-03-06,34,point,NA,23501
2021-02-21,3 wk ahead cum death,2021-03-13,34,point,NA,23819
2021-02-21,4 wk ahead cum death,2021-03-20,34,point,NA,24119
2021-02-21,1 wk ahead cum death,2021-02-27,35,point,NA,3683
2021-02-21,2 wk ahead cum death,2021-03-06,35,point,NA,3742
2021-02-21,3 wk ahead cum death,2021-03-13,35,point,NA,3802
2021-02-21,4 wk ahead cum death,2021-03-20,35,point,NA,3865
2021-02-21,1 wk ahead cum death,2021-02-27,36,point,NA,47601
2021-02-21,2 wk ahead cum death,2021-03-06,36,point,NA,48429
2021-02-21,3 wk ahead cum death,2021-03-13,36,point,NA,49264
2021-02-21,4 wk ahead cum death,2021-03-20,36,point,NA,50018
2021-02-21,1 wk ahead cum death,2021-02-27,37,point,NA,11393
2021-02-21,2 wk ahead cum death,2021-03-06,37,point,NA,11778
2021-02-21,3 wk ahead cum death,2021-03-13,37,point,NA,12238
2021-02-21,4 wk ahead cum death,2021-03-20,37,point,NA,12703
2021-02-21,1 wk ahead cum death,2021-02-27,38,point,NA,1484
2021-02-21,2 wk ahead cum death,2021-03-06,38,point,NA,1499
2021-02-21,3 wk ahead cum death,2021-03-13,38,point,NA,1514
2021-02-21,4 wk ahead cum death,2021-03-20,38,point,NA,1529
2021-02-21,1 wk ahead cum death,2021-02-27,39,point,NA,16952
2021-02-21,2 wk ahead cum death,2021-03-06,39,point,NA,17119
2021-02-21,3 wk ahead cum death,2021-03-13,39,point,NA,17539
2021-02-21,4 wk ahead cum death,2021-03-20,39,point,NA,17975
2021-02-21,1 wk ahead cum death,2021-02-27,40,point,NA,4342
2021-02-21,2 wk ahead cum death,2021-03-06,40,point,NA,4493
2021-02-21,3 wk ahead cum death,2021-03-13,40,point,NA,4663
2021-02-21,4 wk ahead cum death,2021-03-20,40,point,NA,4843
2021-02-21,1 wk ahead cum death,2021-02-27,41,point,NA,2222
2021-02-21,2 wk ahead cum death,2021-03-06,41,point,NA,2268
2021-02-21,3 wk ahead cum death,2021-03-13,41,point,NA,2340
2021-02-21,4 wk ahead cum death,2021-03-20,41,point,NA,2403
2021-02-21,1 wk ahead cum death,2021-02-27,42,point,NA,23972
2021-02-21,2 wk ahead cum death,2021-03-06,42,point,NA,24324
2021-02-21,3 wk ahead cum death,2021-03-13,42,point,NA,24747
2021-02-21,4 wk ahead cum death,2021-03-20,42,point,NA,25153
2021-02-21,1 wk ahead cum death,2021-02-27,44,point,NA,2423
2021-02-21,2 wk ahead cum death,2021-03-06,44,point,NA,2471
2021-02-21,3 wk ahead cum death,2021-03-13,44,point,NA,2503
2021-02-21,4 wk ahead cum death,2021-03-20,44,point,NA,2535
2021-02-21,1 wk ahead cum death,2021-02-27,45,point,NA,8553
2021-02-21,2 wk ahead cum death,2021-03-06,45,point,NA,8827
2021-02-21,3 wk ahead cum death,2021-03-13,45,point,NA,9127
2021-02-21,4 wk ahead cum death,2021-03-20,45,point,NA,9397
2021-02-21,1 wk ahead cum death,2021-02-27,46,point,NA,1877
2021-02-21,2 wk ahead cum death,2021-03-06,46,point,NA,1892
2021-02-21,3 wk ahead cum death,2021-03-13,46,point,NA,1908
2021-02-21,4 wk ahead cum death,2021-03-20,46,point,NA,1922
2021-02-21,1 wk ahead cum death,2021-02-27,47,point,NA,11457
2021-02-21,2 wk ahead cum death,2021-03-06,47,point,NA,11725
2021-02-21,3 wk ahead cum death,2021-03-13,47,point,NA,12039
2021-02-21,4 wk ahead cum death,2021-03-20,47,point,NA,12331
2021-02-21,1 wk ahead cum death,2021-02-27,48,point,NA,43500
2021-02-21,2 wk ahead cum death,2021-03-06,48,point,NA,44517
2021-02-21,3 wk ahead cum death,2021-03-13,48,point,NA,45899
2021-02-21,4 wk ahead cum death,2021-03-20,48,point,NA,47394
2021-02-21,1 wk ahead cum death,2021-02-27,49,point,NA,1355
2021-02-21,2 wk ahead cum death,2021-03-06,49,point,NA,1411
2021-02-21,3 wk ahead cum death,2021-03-13,49,point,NA,1481
2021-02-21,4 wk ahead cum death,2021-03-20,49,point,NA,1548
2021-02-21,1 wk ahead cum death,2021-02-27,50,point,NA,204
2021-02-21,2 wk ahead cum death,2021-03-06,50,point,NA,211
2021-02-21,3 wk ahead cum death,2021-03-13,50,point,NA,218
2021-02-21,4 wk ahead cum death,2021-03-20,50,point,NA,224
2021-02-21,1 wk ahead cum death,2021-02-27,51,point,NA,7417
2021-02-21,2 wk ahead cum death,2021-03-06,51,point,NA,7604
2021-02-21,3 wk ahead cum death,2021-03-13,51,point,NA,7829
2021-02-21,4 wk ahead cum death,2021-03-20,51,point,NA,8050
2021-02-21,1 wk ahead cum death,2021-02-27,53,point,NA,4967
2021-02-21,2 wk ahead cum death,2021-03-06,53,point,NA,5088
2021-02-21,3 wk ahead cum death,2021-03-13,53,point,NA,5213
2021-02-21,4 wk ahead cum death,2021-03-20,53,point,NA,5326
2021-02-21,1 wk ahead cum death,2021-02-27,54,point,NA,2294
2021-02-21,2 wk ahead cum death,2021-03-06,54,point,NA,2326
2021-02-21,3 wk ahead cum death,2021-03-13,54,point,NA,2365
2021-02-21,4 wk ahead cum death,2021-03-20,54,point,NA,2401
2021-02-21,1 wk ahead cum death,2021-02-27,55,point,NA,6961
2021-02-21,2 wk ahead cum death,2021-03-06,55,point,NA,7041
2021-02-21,3 wk ahead cum death,2021-03-13,55,point,NA,7130
2021-02-21,4 wk ahead cum death,2021-03-20,55,point,NA,7215
2021-02-21,1 wk ahead cum death,2021-02-27,56,point,NA,681
2021-02-21,2 wk ahead cum death,2021-03-06,56,point,NA,699
2021-02-21,3 wk ahead cum death,2021-03-13,56,point,NA,715
2021-02-21,4 wk ahead cum death,2021-03-20,56,point,NA,732
2021-02-21,1 wk ahead inc death,2021-02-27,01,point,NA,519
2021-02-21,2 wk ahead inc death,2021-03-06,01,point,NA,391
2021-02-21,3 wk ahead inc death,2021-03-13,01,point,NA,529
2021-02-21,4 wk ahead inc death,2021-03-20,01,point,NA,482
2021-02-21,1 wk ahead inc death,2021-02-27,02,point,NA,12
2021-02-21,2 wk ahead inc death,2021-03-06,02,point,NA,13
2021-02-21,3 wk ahead inc death,2021-03-13,02,point,NA,13
2021-02-21,4 wk ahead inc death,2021-03-20,02,point,NA,10
2021-02-21,1 wk ahead inc death,2021-02-27,04,point,NA,490
2021-02-21,2 wk ahead inc death,2021-03-06,04,point,NA,375
2021-02-21,3 wk ahead inc death,2021-03-13,04,point,NA,401
2021-02-21,4 wk ahead inc death,2021-03-20,04,point,NA,426
2021-02-21,1 wk ahead inc death,2021-02-27,05,point,NA,164
2021-02-21,2 wk ahead inc death,2021-03-06,05,point,NA,123
2021-02-21,3 wk ahead inc death,2021-03-13,05,point,NA,158
2021-02-21,4 wk ahead inc death,2021-03-20,05,point,NA,159
2021-02-21,1 wk ahead inc death,2021-02-27,06,point,NA,2090
2021-02-21,2 wk ahead inc death,2021-03-06,06,point,NA,1614
2021-02-21,3 wk ahead inc death,2021-03-13,06,point,NA,1645
2021-02-21,4 wk ahead inc death,2021-03-20,06,point,NA,1634
2021-02-21,1 wk ahead inc death,2021-02-27,08,point,NA,97
2021-02-21,2 wk ahead inc death,2021-03-06,08,point,NA,89
2021-02-21,3 wk ahead inc death,2021-03-13,08,point,NA,99
2021-02-21,4 wk ahead inc death,2021-03-20,08,point,NA,81
2021-02-21,1 wk ahead inc death,2021-02-27,09,point,NA,133
2021-02-21,2 wk ahead inc death,2021-03-06,09,point,NA,109
2021-02-21,3 wk ahead inc death,2021-03-13,09,point,NA,105
2021-02-21,4 wk ahead inc death,2021-03-20,09,point,NA,109
2021-02-21,1 wk ahead inc death,2021-02-27,10,point,NA,26
2021-02-21,2 wk ahead inc death,2021-03-06,10,point,NA,24
2021-02-21,3 wk ahead inc death,2021-03-13,10,point,NA,19
2021-02-21,4 wk ahead inc death,2021-03-20,10,point,NA,27
2021-02-21,1 wk ahead inc death,2021-02-27,11,point,NA,26
2021-02-21,2 wk ahead inc death,2021-03-06,11,point,NA,16
2021-02-21,3 wk ahead inc death,2021-03-13,11,point,NA,19
2021-02-21,4 wk ahead inc death,2021-03-20,11,point,NA,18
2021-02-21,1 wk ahead inc death,2021-02-27,12,point,NA,892
2021-02-21,2 wk ahead inc death,2021-03-06,12,point,NA,848
2021-02-21,3 wk ahead inc death,2021-03-13,12,point,NA,839
2021-02-21,4 wk ahead inc death,2021-03-20,12,point,NA,848
2021-02-21,1 wk ahead inc death,2021-02-27,13,point,NA,598
2021-02-21,2 wk ahead inc death,2021-03-06,13,point,NA,567
2021-02-21,3 wk ahead inc death,2021-03-13,13,point,NA,543
2021-02-21,4 wk ahead inc death,2021-03-20,13,point,NA,543
2021-02-21,1 wk ahead inc death,2021-02-27,15,point,NA,13
2021-02-21,2 wk ahead inc death,2021-03-06,15,point,NA,11
2021-02-21,3 wk ahead inc death,2021-03-13,15,point,NA,21
2021-02-21,4 wk ahead inc death,2021-03-20,15,point,NA,23
2021-02-21,1 wk ahead inc death,2021-02-27,16,point,NA,54
2021-02-21,2 wk ahead inc death,2021-03-06,16,point,NA,50
2021-02-21,3 wk ahead inc death,2021-03-13,16,point,NA,56
2021-02-21,4 wk ahead inc death,2021-03-20,16,point,NA,54
2021-02-21,1 wk ahead inc death,2021-02-27,17,point,NA,315
2021-02-21,2 wk ahead inc death,2021-03-06,17,point,NA,273
2021-02-21,3 wk ahead inc death,2021-03-13,17,point,NA,299
2021-02-21,4 wk ahead inc death,2021-03-20,17,point,NA,292
2021-02-21,1 wk ahead inc death,2021-02-27,18,point,NA,366
2021-02-21,2 wk ahead inc death,2021-03-06,18,point,NA,226
2021-02-21,3 wk ahead inc death,2021-03-13,18,point,NA,356
2021-02-21,4 wk ahead inc death,2021-03-20,18,point,NA,296
2021-02-21,1 wk ahead inc death,2021-02-27,19,point,NA,132
2021-02-21,2 wk ahead inc death,2021-03-06,19,point,NA,169
2021-02-21,3 wk ahead inc death,2021-03-13,19,point,NA,221
2021-02-21,4 wk ahead inc death,2021-03-20,19,point,NA,110
2021-02-21,1 wk ahead inc death,2021-02-27,20,point,NA,122
2021-02-21,2 wk ahead inc death,2021-03-06,20,point,NA,112
2021-02-21,3 wk ahead inc death,2021-03-13,20,point,NA,90
2021-02-21,4 wk ahead inc death,2021-03-20,20,point,NA,79
2021-02-21,1 wk ahead inc death,2021-02-27,21,point,NA,214
2021-02-21,2 wk ahead inc death,2021-03-06,21,point,NA,182
2021-02-21,3 wk ahead inc death,2021-03-13,21,point,NA,213
2021-02-21,4 wk ahead inc death,2021-03-20,21,point,NA,198
2021-02-21,1 wk ahead inc death,2021-02-27,22,point,NA,187
2021-02-21,2 wk ahead inc death,2021-03-06,22,point,NA,153
2021-02-21,3 wk ahead inc death,2021-03-13,22,point,NA,202
2021-02-21,4 wk ahead inc death,2021-03-20,22,point,NA,221
2021-02-21,1 wk ahead inc death,2021-02-27,23,point,NA,19
2021-02-21,2 wk ahead inc death,2021-03-06,23,point,NA,16
2021-02-21,3 wk ahead inc death,2021-03-13,23,point,NA,25
2021-02-21,4 wk ahead inc death,2021-03-20,23,point,NA,23
2021-02-21,1 wk ahead inc death,2021-02-27,24,point,NA,146
2021-02-21,2 wk ahead inc death,2021-03-06,24,point,NA,121
2021-02-21,3 wk ahead inc death,2021-03-13,24,point,NA,141
2021-02-21,4 wk ahead inc death,2021-03-20,24,point,NA,149
2021-02-21,1 wk ahead inc death,2021-02-27,25,point,NA,0
2021-02-21,2 wk ahead inc death,2021-03-06,25,point,NA,0
2021-02-21,3 wk ahead inc death,2021-03-13,25,point,NA,0
2021-02-21,4 wk ahead inc death,2021-03-20,25,point,NA,0
2021-02-21,1 wk ahead inc death,2021-02-27,26,point,NA,35
2021-02-21,2 wk ahead inc death,2021-03-06,26,point,NA,10
2021-02-21,3 wk ahead inc death,2021-03-13,26,point,NA,37
2021-02-21,4 wk ahead inc death,2021-03-20,26,point,NA,32
2021-02-21,1 wk ahead inc death,2021-02-27,27,point,NA,63
2021-02-21,2 wk ahead inc death,2021-03-06,27,point,NA,55
2021-02-21,3 wk ahead inc death,2021-03-13,27,point,NA,61
2021-02-21,4 wk ahead inc death,2021-03-20,27,point,NA,51
2021-02-21,1 wk ahead inc death,2021-02-27,28,point,NA,136
2021-02-21,2 wk ahead inc death,2021-03-06,28,point,NA,116
2021-02-21,3 wk ahead inc death,2021-03-13,28,point,NA,144
2021-02-21,4 wk ahead inc death,2021-03-20,28,point,NA,142
2021-02-21,1 wk ahead inc death,2021-02-27,29,point,NA,198
2021-02-21,2 wk ahead inc death,2021-03-06,29,point,NA,167
2021-02-21,3 wk ahead inc death,2021-03-13,29,point,NA,168
2021-02-21,4 wk ahead inc death,2021-03-20,29,point,NA,166
2021-02-21,1 wk ahead inc death,2021-02-27,30,point,NA,20
2021-02-21,2 wk ahead inc death,2021-03-06,30,point,NA,15
2021-02-21,3 wk ahead inc death,2021-03-13,30,point,NA,18
2021-02-21,4 wk ahead inc death,2021-03-20,30,point,NA,14
2021-02-21,1 wk ahead inc death,2021-02-27,31,point,NA,37
2021-02-21,2 wk ahead inc death,2021-03-06,31,point,NA,39
2021-02-21,3 wk ahead inc death,2021-03-13,31,point,NA,35
2021-02-21,4 wk ahead inc death,2021-03-20,31,point,NA,35
2021-02-21,1 wk ahead inc death,2021-02-27,32,point,NA,143
2021-02-21,2 wk ahead inc death,2021-03-06,32,point,NA,137
2021-02-21,3 wk ahead inc death,2021-03-13,32,point,NA,139
2021-02-21,4 wk ahead inc death,2021-03-20,32,point,NA,139
2021-02-21,1 wk ahead inc death,2021-02-27,33,point,NA,27
2021-02-21,2 wk ahead inc death,2021-03-06,33,point,NA,24
2021-02-21,3 wk ahead inc death,2021-03-13,33,point,NA,30
2021-02-21,4 wk ahead inc death,2021-03-20,33,point,NA,20
2021-02-21,1 wk ahead inc death,2021-02-27,34,point,NA,361
2021-02-21,2 wk ahead inc death,2021-03-06,34,point,NA,306
2021-02-21,3 wk ahead inc death,2021-03-13,34,point,NA,318
2021-02-21,4 wk ahead inc death,2021-03-20,34,point,NA,300
2021-02-21,1 wk ahead inc death,2021-02-27,35,point,NA,71
2021-02-21,2 wk ahead inc death,2021-03-06,35,point,NA,60
2021-02-21,3 wk ahead inc death,2021-03-13,35,point,NA,60
2021-02-21,4 wk ahead inc death,2021-03-20,35,point,NA,62
2021-02-21,1 wk ahead inc death,2021-02-27,36,point,NA,898
2021-02-21,2 wk ahead inc death,2021-03-06,36,point,NA,830
2021-02-21,3 wk ahead inc death,2021-03-13,36,point,NA,838
2021-02-21,4 wk ahead inc death,2021-03-20,36,point,NA,755
2021-02-21,1 wk ahead inc death,2021-02-27,37,point,NA,497
2021-02-21,2 wk ahead inc death,2021-03-06,37,point,NA,385
2021-02-21,3 wk ahead inc death,2021-03-13,37,point,NA,460
2021-02-21,4 wk ahead inc death,2021-03-20,37,point,NA,465
2021-02-21,1 wk ahead inc death,2021-02-27,38,point,NA,15
2021-02-21,2 wk ahead inc death,2021-03-06,38,point,NA,15
2021-02-21,3 wk ahead inc death,2021-03-13,38,point,NA,15
2021-02-21,4 wk ahead inc death,2021-03-20,38,point,NA,15
2021-02-21,1 wk ahead inc death,2021-02-27,39,point,NA,203
2021-02-21,2 wk ahead inc death,2021-03-06,39,point,NA,167
2021-02-21,3 wk ahead inc death,2021-03-13,39,point,NA,420
2021-02-21,4 wk ahead inc death,2021-03-20,39,point,NA,436
2021-02-21,1 wk ahead inc death,2021-02-27,40,point,NA,187
2021-02-21,2 wk ahead inc death,2021-03-06,40,point,NA,151
2021-02-21,3 wk ahead inc death,2021-03-13,40,point,NA,170
2021-02-21,4 wk ahead inc death,2021-03-20,40,point,NA,181
2021-02-21,1 wk ahead inc death,2021-02-27,41,point,NA,67
2021-02-21,2 wk ahead inc death,2021-03-06,41,point,NA,46
2021-02-21,3 wk ahead inc death,2021-03-13,41,point,NA,72
2021-02-21,4 wk ahead inc death,2021-03-20,41,point,NA,62
2021-02-21,1 wk ahead inc death,2021-02-27,42,point,NA,432
2021-02-21,2 wk ahead inc death,2021-03-06,42,point,NA,352
2021-02-21,3 wk ahead inc death,2021-03-13,42,point,NA,424
2021-02-21,4 wk ahead inc death,2021-03-20,42,point,NA,406
2021-02-21,1 wk ahead inc death,2021-02-27,44,point,NA,39
2021-02-21,2 wk ahead inc death,2021-03-06,44,point,NA,39
2021-02-21,3 wk ahead inc death,2021-03-13,44,point,NA,24
2021-02-21,4 wk ahead inc death,2021-03-20,44,point,NA,24
2021-02-21,1 wk ahead inc death,2021-02-27,45,point,NA,297
2021-02-21,2 wk ahead inc death,2021-03-06,45,point,NA,274
2021-02-21,3 wk ahead inc death,2021-03-13,45,point,NA,300
2021-02-21,4 wk ahead inc death,2021-03-20,45,point,NA,270
2021-02-21,1 wk ahead inc death,2021-02-27,46,point,NA,17
2021-02-21,2 wk ahead inc death,2021-03-06,46,point,NA,15
2021-02-21,3 wk ahead inc death,2021-03-13,46,point,NA,16
2021-02-21,4 wk ahead inc death,2021-03-20,46,point,NA,14
2021-02-21,1 wk ahead inc death,2021-02-27,47,point,NA,333
2021-02-21,2 wk ahead inc death,2021-03-06,47,point,NA,260
2021-02-21,3 wk ahead inc death,2021-03-13,47,point,NA,307
2021-02-21,4 wk ahead inc death,2021-03-20,47,point,NA,284
2021-02-21,1 wk ahead inc death,2021-02-27,48,point,NA,1457
2021-02-21,2 wk ahead inc death,2021-03-06,48,point,NA,1017
2021-02-21,3 wk ahead inc death,2021-03-13,48,point,NA,1382
2021-02-21,4 wk ahead inc death,2021-03-20,48,point,NA,1496
2021-02-21,1 wk ahead inc death,2021-02-27,49,point,NA,0
2021-02-21,2 wk ahead inc death,2021-03-06,49,point,NA,0
2021-02-21,3 wk ahead inc death,2021-03-13,49,point,NA,0
2021-02-21,4 wk ahead inc death,2021-03-20,49,point,NA,0
2021-02-21,1 wk ahead inc death,2021-02-27,50,point,NA,7
2021-02-21,2 wk ahead inc death,2021-03-06,50,point,NA,7
2021-02-21,3 wk ahead inc death,2021-03-13,50,point,NA,7
2021-02-21,4 wk ahead inc death,2021-03-20,50,point,NA,6
2021-02-21,1 wk ahead inc death,2021-02-27,51,point,NA,219
2021-02-21,2 wk ahead inc death,2021-03-06,51,point,NA,187
2021-02-21,3 wk ahead inc death,2021-03-13,51,point,NA,225
2021-02-21,4 wk ahead inc death,2021-03-20,51,point,NA,221
2021-02-21,1 wk ahead inc death,2021-02-27,53,point,NA,144
2021-02-21,2 wk ahead inc death,2021-03-06,53,point,NA,122
2021-02-21,3 wk ahead inc death,2021-03-13,53,point,NA,126
2021-02-21,4 wk ahead inc death,2021-03-20,53,point,NA,114
