forecast_date,target,target_end_date,location,type,quantile,value
2021-08-15,4 wk ahead cum death,2021-09-11,17,point,NA,26772
2021-08-15,1 wk ahead cum death,2021-08-21,18,point,NA,14224
2021-08-15,2 wk ahead cum death,2021-08-28,18,point,NA,14356
2021-08-15,3 wk ahead cum death,2021-09-04,18,point,NA,14508
2021-08-15,4 wk ahead cum death,2021-09-11,18,point,NA,14674
2021-08-15,1 wk ahead cum death,2021-08-21,19,point,NA,6245
2021-08-15,2 wk ahead cum death,2021-08-28,19,point,NA,6290
2021-08-15,3 wk ahead cum death,2021-09-04,19,point,NA,6348
2021-08-15,4 wk ahead cum death,2021-09-11,19,point,NA,6413
2021-08-15,1 wk ahead cum death,2021-08-21,20,point,NA,5454
2021-08-15,2 wk ahead cum death,2021-08-28,20,point,NA,5541
2021-08-15,3 wk ahead cum death,2021-09-04,20,point,NA,5632
2021-08-15,4 wk ahead cum death,2021-09-11,20,point,NA,5735
2021-08-15,1 wk ahead cum death,2021-08-21,21,point,NA,7535
2021-08-15,2 wk ahead cum death,2021-08-28,21,point,NA,7685
2021-08-15,3 wk ahead cum death,2021-09-04,21,point,NA,7860
2021-08-15,4 wk ahead cum death,2021-09-11,21,point,NA,8046
2021-08-15,1 wk ahead cum death,2021-08-21,22,point,NA,11849
2021-08-15,2 wk ahead cum death,2021-08-28,22,point,NA,12281
2021-08-15,3 wk ahead cum death,2021-09-04,22,point,NA,12800
2021-08-15,4 wk ahead cum death,2021-09-11,22,point,NA,13468
2021-08-15,1 wk ahead cum death,2021-08-21,23,point,NA,912
2021-08-15,2 wk ahead cum death,2021-08-28,23,point,NA,923
2021-08-15,3 wk ahead cum death,2021-09-04,23,point,NA,938
2021-08-15,4 wk ahead cum death,2021-09-11,23,point,NA,955
2021-08-15,1 wk ahead cum death,2021-08-21,24,point,NA,9922
2021-08-15,2 wk ahead cum death,2021-08-28,24,point,NA,9966
2021-08-15,3 wk ahead cum death,2021-09-04,24,point,NA,10027
2021-08-15,4 wk ahead cum death,2021-09-11,24,point,NA,10100
2021-08-15,1 wk ahead cum death,2021-08-21,25,point,NA,18172
2021-08-15,2 wk ahead cum death,2021-08-28,25,point,NA,18218
2021-08-15,3 wk ahead cum death,2021-09-04,25,point,NA,18289
2021-08-15,4 wk ahead cum death,2021-09-11,25,point,NA,18374
2021-08-15,1 wk ahead cum death,2021-08-21,26,point,NA,21188
2021-08-15,2 wk ahead cum death,2021-08-28,26,point,NA,21275
2021-08-15,3 wk ahead cum death,2021-09-04,26,point,NA,21386
2021-08-15,4 wk ahead cum death,2021-09-11,26,point,NA,21505
2021-08-15,1 wk ahead cum death,2021-08-21,27,point,NA,7866
2021-08-15,2 wk ahead cum death,2021-08-28,27,point,NA,7922
2021-08-15,3 wk ahead cum death,2021-09-04,27,point,NA,7992
2021-08-15,4 wk ahead cum death,2021-09-11,27,point,NA,8065
2021-08-15,1 wk ahead cum death,2021-08-21,28,point,NA,7907
2021-08-15,2 wk ahead cum death,2021-08-28,28,point,NA,8124
2021-08-15,3 wk ahead cum death,2021-09-04,28,point,NA,8347
2021-08-15,4 wk ahead cum death,2021-09-11,28,point,NA,8626
2021-08-15,1 wk ahead cum death,2021-08-21,29,point,NA,10017
2021-08-15,2 wk ahead cum death,2021-08-28,29,point,NA,10227
2021-08-15,3 wk ahead cum death,2021-09-04,29,point,NA,10501
2021-08-15,4 wk ahead cum death,2021-09-11,29,point,NA,10843
2021-08-15,1 wk ahead cum death,2021-08-21,30,point,NA,1748
2021-08-15,2 wk ahead cum death,2021-08-28,30,point,NA,1770
2021-08-15,3 wk ahead cum death,2021-09-04,30,point,NA,1798
2021-08-15,4 wk ahead cum death,2021-09-11,30,point,NA,1828
2021-08-15,1 wk ahead cum death,2021-08-21,31,point,NA,2306
2021-08-15,2 wk ahead cum death,2021-08-28,31,point,NA,2318
2021-08-15,3 wk ahead cum death,2021-09-04,31,point,NA,2340
2021-08-15,4 wk ahead cum death,2021-09-11,31,point,NA,2370
2021-08-15,1 wk ahead cum death,2021-08-21,32,point,NA,6303
2021-08-15,2 wk ahead cum death,2021-08-28,32,point,NA,6436
2021-08-15,3 wk ahead cum death,2021-09-04,32,point,NA,6539
2021-08-15,4 wk ahead cum death,2021-09-11,32,point,NA,6695
2021-08-15,1 wk ahead cum death,2021-08-21,33,point,NA,1403
2021-08-15,2 wk ahead cum death,2021-08-28,33,point,NA,1413
2021-08-15,3 wk ahead cum death,2021-09-04,33,point,NA,1426
2021-08-15,4 wk ahead cum death,2021-09-11,33,point,NA,1437
2021-08-15,1 wk ahead cum death,2021-08-21,34,point,NA,26750
2021-08-15,2 wk ahead cum death,2021-08-28,34,point,NA,26827
2021-08-15,3 wk ahead cum death,2021-09-04,34,point,NA,26927
2021-08-15,4 wk ahead cum death,2021-09-11,34,point,NA,27057
2021-08-15,1 wk ahead cum death,2021-08-21,35,point,NA,4473
2021-08-15,2 wk ahead cum death,2021-08-28,35,point,NA,4512
2021-08-15,3 wk ahead cum death,2021-09-04,35,point,NA,4562
2021-08-15,4 wk ahead cum death,2021-09-11,35,point,NA,4615
2021-08-15,1 wk ahead cum death,2021-08-21,36,point,NA,53982
2021-08-15,2 wk ahead cum death,2021-08-28,36,point,NA,54176
2021-08-15,3 wk ahead cum death,2021-09-04,36,point,NA,54410
2021-08-15,4 wk ahead cum death,2021-09-11,36,point,NA,54688
2021-08-15,1 wk ahead cum death,2021-08-21,37,point,NA,14013
2021-08-15,2 wk ahead cum death,2021-08-28,37,point,NA,14266
2021-08-15,3 wk ahead cum death,2021-09-04,37,point,NA,14601
2021-08-15,4 wk ahead cum death,2021-09-11,37,point,NA,15019
2021-08-15,1 wk ahead cum death,2021-08-21,38,point,NA,1587
2021-08-15,2 wk ahead cum death,2021-08-28,38,point,NA,1599
2021-08-15,3 wk ahead cum death,2021-09-04,38,point,NA,1616
2021-08-15,4 wk ahead cum death,2021-09-11,38,point,NA,1636
2021-08-15,1 wk ahead cum death,2021-08-21,39,point,NA,20689
2021-08-15,2 wk ahead cum death,2021-08-28,39,point,NA,20801
2021-08-15,3 wk ahead cum death,2021-09-04,39,point,NA,20956
2021-08-15,4 wk ahead cum death,2021-09-11,39,point,NA,21144
2021-08-15,1 wk ahead cum death,2021-08-21,40,point,NA,7692
2021-08-15,2 wk ahead cum death,2021-08-28,40,point,NA,7812
2021-08-15,3 wk ahead cum death,2021-09-04,40,point,NA,7974
2021-08-15,4 wk ahead cum death,2021-09-11,40,point,NA,8170
2021-08-15,1 wk ahead cum death,2021-08-21,41,point,NA,2987
2021-08-15,2 wk ahead cum death,2021-08-28,41,point,NA,3060
2021-08-15,3 wk ahead cum death,2021-09-04,41,point,NA,3141
2021-08-15,4 wk ahead cum death,2021-09-11,41,point,NA,3218
2021-08-15,1 wk ahead cum death,2021-08-21,42,point,NA,28042
2021-08-15,2 wk ahead cum death,2021-08-28,42,point,NA,28149
2021-08-15,3 wk ahead cum death,2021-09-04,42,point,NA,28277
2021-08-15,4 wk ahead cum death,2021-09-11,42,point,NA,28418
2021-08-15,1 wk ahead cum death,2021-08-21,44,point,NA,2750
2021-08-15,2 wk ahead cum death,2021-08-28,44,point,NA,2758
2021-08-15,3 wk ahead cum death,2021-09-04,44,point,NA,2770
2021-08-15,4 wk ahead cum death,2021-09-11,44,point,NA,2784
2021-08-15,1 wk ahead cum death,2021-08-21,45,point,NA,10162
2021-08-15,2 wk ahead cum death,2021-08-28,45,point,NA,10347
2021-08-15,3 wk ahead cum death,2021-09-04,45,point,NA,10575
2021-08-15,4 wk ahead cum death,2021-09-11,45,point,NA,10848
2021-08-15,1 wk ahead cum death,2021-08-21,46,point,NA,2064
2021-08-15,2 wk ahead cum death,2021-08-28,46,point,NA,2076
2021-08-15,3 wk ahead cum death,2021-09-04,46,point,NA,2094
2021-08-15,4 wk ahead cum death,2021-09-11,46,point,NA,2115
2021-08-15,1 wk ahead cum death,2021-08-21,47,point,NA,13096
2021-08-15,2 wk ahead cum death,2021-08-28,47,point,NA,13337
2021-08-15,3 wk ahead cum death,2021-09-04,47,point,NA,13637
2021-08-15,4 wk ahead cum death,2021-09-11,47,point,NA,13958
2021-08-15,1 wk ahead cum death,2021-08-21,48,point,NA,54986
2021-08-15,2 wk ahead cum death,2021-08-28,48,point,NA,55912
2021-08-15,3 wk ahead cum death,2021-09-04,48,point,NA,56990
2021-08-15,4 wk ahead cum death,2021-09-11,48,point,NA,58183
2021-08-15,1 wk ahead cum death,2021-08-21,49,point,NA,1772
2021-08-15,2 wk ahead cum death,2021-08-28,49,point,NA,1810
2021-08-15,3 wk ahead cum death,2021-09-04,49,point,NA,1860
2021-08-15,4 wk ahead cum death,2021-09-11,49,point,NA,1928
2021-08-15,1 wk ahead cum death,2021-08-21,50,point,NA,268
2021-08-15,2 wk ahead cum death,2021-08-28,50,point,NA,275
2021-08-15,3 wk ahead cum death,2021-09-04,50,point,NA,281
2021-08-15,4 wk ahead cum death,2021-09-11,50,point,NA,288
2021-08-15,1 wk ahead cum death,2021-08-21,51,point,NA,11678
2021-08-15,2 wk ahead cum death,2021-08-28,51,point,NA,11730
2021-08-15,3 wk ahead cum death,2021-09-04,51,point,NA,11827
2021-08-15,4 wk ahead cum death,2021-09-11,51,point,NA,11973
2021-08-15,1 wk ahead cum death,2021-08-21,53,point,NA,6321
2021-08-15,2 wk ahead cum death,2021-08-28,53,point,NA,6434
2021-08-15,3 wk ahead cum death,2021-09-04,53,point,NA,6534
2021-08-15,4 wk ahead cum death,2021-09-11,53,point,NA,6636
2021-08-15,1 wk ahead cum death,2021-08-21,54,point,NA,3000
2021-08-15,2 wk ahead cum death,2021-08-28,54,point,NA,3029
2021-08-15,3 wk ahead cum death,2021-09-04,54,point,NA,3071
2021-08-15,4 wk ahead cum death,2021-09-11,54,point,NA,3117
2021-08-15,1 wk ahead cum death,2021-08-21,55,point,NA,8378
2021-08-15,2 wk ahead cum death,2021-08-28,55,point,NA,8443
2021-08-15,3 wk ahead cum death,2021-09-04,55,point,NA,8544
2021-08-15,4 wk ahead cum death,2021-09-11,55,point,NA,8646
2021-08-15,1 wk ahead cum death,2021-08-21,56,point,NA,807
2021-08-15,2 wk ahead cum death,2021-08-28,56,point,NA,825
2021-08-15,3 wk ahead cum death,2021-09-04,56,point,NA,844
2021-08-15,4 wk ahead cum death,2021-09-11,56,point,NA,862
2021-08-15,1 wk ahead inc death,2021-08-21,01,point,NA,174
2021-08-15,2 wk ahead inc death,2021-08-28,01,point,NA,227
2021-08-15,3 wk ahead inc death,2021-09-04,01,point,NA,318
2021-08-15,4 wk ahead inc death,2021-09-11,01,point,NA,389
2021-08-15,1 wk ahead inc death,2021-08-21,02,point,NA,18
2021-08-15,2 wk ahead inc death,2021-08-28,02,point,NA,19
2021-08-15,3 wk ahead inc death,2021-09-04,02,point,NA,27
2021-08-15,4 wk ahead inc death,2021-09-11,02,point,NA,30
2021-08-15,1 wk ahead inc death,2021-08-21,04,point,NA,157
2021-08-15,2 wk ahead inc death,2021-08-28,04,point,NA,136
2021-08-15,3 wk ahead inc death,2021-09-04,04,point,NA,188
2021-08-15,4 wk ahead inc death,2021-09-11,04,point,NA,210
2021-08-15,1 wk ahead inc death,2021-08-21,05,point,NA,170
2021-08-15,2 wk ahead inc death,2021-08-28,05,point,NA,186
2021-08-15,3 wk ahead inc death,2021-09-04,05,point,NA,225
2021-08-15,4 wk ahead inc death,2021-09-11,05,point,NA,282
2021-08-15,1 wk ahead inc death,2021-08-21,06,point,NA,264
2021-08-15,2 wk ahead inc death,2021-08-28,06,point,NA,228
2021-08-15,3 wk ahead inc death,2021-09-04,06,point,NA,423
2021-08-15,4 wk ahead inc death,2021-09-11,06,point,NA,810
2021-08-15,1 wk ahead inc death,2021-08-21,08,point,NA,52
2021-08-15,2 wk ahead inc death,2021-08-28,08,point,NA,60
2021-08-15,3 wk ahead inc death,2021-09-04,08,point,NA,85
2021-08-15,4 wk ahead inc death,2021-09-11,08,point,NA,99
2021-08-15,1 wk ahead inc death,2021-08-21,09,point,NA,17
2021-08-15,2 wk ahead inc death,2021-08-28,09,point,NA,22
2021-08-15,3 wk ahead inc death,2021-09-04,09,point,NA,32
2021-08-15,4 wk ahead inc death,2021-09-11,09,point,NA,47
2021-08-15,1 wk ahead inc death,2021-08-21,10,point,NA,30
2021-08-15,2 wk ahead inc death,2021-08-28,10,point,NA,9
2021-08-15,3 wk ahead inc death,2021-09-04,10,point,NA,23
2021-08-15,4 wk ahead inc death,2021-09-11,10,point,NA,28
2021-08-15,1 wk ahead inc death,2021-08-21,11,point,NA,3
2021-08-15,2 wk ahead inc death,2021-08-28,11,point,NA,4
2021-08-15,3 wk ahead inc death,2021-09-04,11,point,NA,9
2021-08-15,4 wk ahead inc death,2021-09-11,11,point,NA,12
2021-08-15,1 wk ahead inc death,2021-08-21,12,point,NA,1129
2021-08-15,2 wk ahead inc death,2021-08-28,12,point,NA,1133
2021-08-15,3 wk ahead inc death,2021-09-04,12,point,NA,1224
2021-08-15,4 wk ahead inc death,2021-09-11,12,point,NA,1369
2021-08-15,1 wk ahead inc death,2021-08-21,13,point,NA,254
2021-08-15,2 wk ahead inc death,2021-08-28,13,point,NA,341
2021-08-15,3 wk ahead inc death,2021-09-04,13,point,NA,429
2021-08-15,4 wk ahead inc death,2021-09-11,13,point,NA,522
2021-08-15,1 wk ahead inc death,2021-08-21,15,point,NA,8
2021-08-15,2 wk ahead inc death,2021-08-28,15,point,NA,17
2021-08-15,3 wk ahead inc death,2021-09-04,15,point,NA,31
2021-08-15,4 wk ahead inc death,2021-09-11,15,point,NA,39
2021-08-15,1 wk ahead inc death,2021-08-21,16,point,NA,29
2021-08-15,2 wk ahead inc death,2021-08-28,16,point,NA,37
2021-08-15,3 wk ahead inc death,2021-09-04,16,point,NA,46
2021-08-15,4 wk ahead inc death,2021-09-11,16,point,NA,47
2021-08-15,1 wk ahead inc death,2021-08-21,17,point,NA,121
2021-08-15,2 wk ahead inc death,2021-08-28,17,point,NA,172
2021-08-15,3 wk ahead inc death,2021-09-04,17,point,NA,209
2021-08-15,4 wk ahead inc death,2021-09-11,17,point,NA,242
2021-08-15,1 wk ahead inc death,2021-08-21,18,point,NA,96
2021-08-15,2 wk ahead inc death,2021-08-28,18,point,NA,132
2021-08-15,3 wk ahead inc death,2021-09-04,18,point,NA,151
2021-08-15,4 wk ahead inc death,2021-09-11,18,point,NA,166
2021-08-15,1 wk ahead inc death,2021-08-21,19,point,NA,35
2021-08-15,2 wk ahead inc death,2021-08-28,19,point,NA,46
2021-08-15,3 wk ahead inc death,2021-09-04,19,point,NA,58
2021-08-15,4 wk ahead inc death,2021-09-11,19,point,NA,65
2021-08-15,1 wk ahead inc death,2021-08-21,20,point,NA,63
2021-08-15,2 wk ahead inc death,2021-08-28,20,point,NA,87
2021-08-15,3 wk ahead inc death,2021-09-04,20,point,NA,91
2021-08-15,4 wk ahead inc death,2021-09-11,20,point,NA,103
2021-08-15,1 wk ahead inc death,2021-08-21,21,point,NA,109
2021-08-15,2 wk ahead inc death,2021-08-28,21,point,NA,150
2021-08-15,3 wk ahead inc death,2021-09-04,21,point,NA,175
2021-08-15,4 wk ahead inc death,2021-09-11,21,point,NA,185
2021-08-15,1 wk ahead inc death,2021-08-21,22,point,NA,330
2021-08-15,2 wk ahead inc death,2021-08-28,22,point,NA,432
2021-08-15,3 wk ahead inc death,2021-09-04,22,point,NA,519
2021-08-15,4 wk ahead inc death,2021-09-11,22,point,NA,668
2021-08-15,1 wk ahead inc death,2021-08-21,23,point,NA,8
2021-08-15,2 wk ahead inc death,2021-08-28,23,point,NA,11
2021-08-15,3 wk ahead inc death,2021-09-04,23,point,NA,15
2021-08-15,4 wk ahead inc death,2021-09-11,23,point,NA,17
2021-08-15,1 wk ahead inc death,2021-08-21,24,point,NA,35
2021-08-15,2 wk ahead inc death,2021-08-28,24,point,NA,47
2021-08-15,3 wk ahead inc death,2021-09-04,24,point,NA,64
2021-08-15,4 wk ahead inc death,2021-09-11,24,point,NA,76
2021-08-15,1 wk ahead inc death,2021-08-21,25,point,NA,0
2021-08-15,2 wk ahead inc death,2021-08-28,25,point,NA,0
2021-08-15,3 wk ahead inc death,2021-09-04,25,point,NA,0
2021-08-15,4 wk ahead inc death,2021-09-11,25,point,NA,0
2021-08-15,1 wk ahead inc death,2021-08-21,26,point,NA,0
2021-08-15,2 wk ahead inc death,2021-08-28,26,point,NA,0
2021-08-15,3 wk ahead inc death,2021-09-04,26,point,NA,0
2021-08-15,4 wk ahead inc death,2021-09-11,26,point,NA,0
2021-08-15,1 wk ahead inc death,2021-08-21,27,point,NA,43
2021-08-15,2 wk ahead inc death,2021-08-28,27,point,NA,56
2021-08-15,3 wk ahead inc death,2021-09-04,27,point,NA,70
2021-08-15,4 wk ahead inc death,2021-09-11,27,point,NA,73
2021-08-15,1 wk ahead inc death,2021-08-21,28,point,NA,146
2021-08-15,2 wk ahead inc death,2021-08-28,28,point,NA,217
2021-08-15,3 wk ahead inc death,2021-09-04,28,point,NA,223
2021-08-15,4 wk ahead inc death,2021-09-11,28,point,NA,279
2021-08-15,1 wk ahead inc death,2021-08-21,29,point,NA,154
2021-08-15,2 wk ahead inc death,2021-08-28,29,point,NA,177
2021-08-15,3 wk ahead inc death,2021-09-04,29,point,NA,241
2021-08-15,4 wk ahead inc death,2021-09-11,29,point,NA,308
2021-08-15,1 wk ahead inc death,2021-08-21,30,point,NA,18
2021-08-15,2 wk ahead inc death,2021-08-28,30,point,NA,22
2021-08-15,3 wk ahead inc death,2021-09-04,30,point,NA,28
2021-08-15,4 wk ahead inc death,2021-09-11,30,point,NA,30
2021-08-15,1 wk ahead inc death,2021-08-21,31,point,NA,7
2021-08-15,2 wk ahead inc death,2021-08-28,31,point,NA,7
2021-08-15,3 wk ahead inc death,2021-09-04,31,point,NA,16
2021-08-15,4 wk ahead inc death,2021-09-11,31,point,NA,26
2021-08-15,1 wk ahead inc death,2021-08-21,32,point,NA,141
2021-08-15,2 wk ahead inc death,2021-08-28,32,point,NA,132
2021-08-15,3 wk ahead inc death,2021-09-04,32,point,NA,103
2021-08-15,4 wk ahead inc death,2021-09-11,32,point,NA,156
2021-08-15,1 wk ahead inc death,2021-08-21,33,point,NA,8
2021-08-15,2 wk ahead inc death,2021-08-28,33,point,NA,11
2021-08-15,3 wk ahead inc death,2021-09-04,33,point,NA,12
2021-08-15,4 wk ahead inc death,2021-09-11,33,point,NA,12
2021-08-15,1 wk ahead inc death,2021-08-21,34,point,NA,58
2021-08-15,2 wk ahead inc death,2021-08-28,34,point,NA,77
2021-08-15,3 wk ahead inc death,2021-09-04,34,point,NA,100
2021-08-15,4 wk ahead inc death,2021-09-11,34,point,NA,130
2021-08-15,1 wk ahead inc death,2021-08-21,35,point,NA,27
2021-08-15,2 wk ahead inc death,2021-08-28,35,point,NA,39
2021-08-15,3 wk ahead inc death,2021-09-04,35,point,NA,50
2021-08-15,4 wk ahead inc death,2021-09-11,35,point,NA,53
2021-08-15,1 wk ahead inc death,2021-08-21,36,point,NA,136
2021-08-15,2 wk ahead inc death,2021-08-28,36,point,NA,206
2021-08-15,3 wk ahead inc death,2021-09-04,36,point,NA,246
2021-08-15,4 wk ahead inc death,2021-09-11,36,point,NA,291
2021-08-15,1 wk ahead inc death,2021-08-21,37,point,NA,187
2021-08-15,2 wk ahead inc death,2021-08-28,37,point,NA,253
2021-08-15,3 wk ahead inc death,2021-09-04,37,point,NA,334
2021-08-15,4 wk ahead inc death,2021-09-11,37,point,NA,419
2021-08-15,1 wk ahead inc death,2021-08-21,38,point,NA,9
2021-08-15,2 wk ahead inc death,2021-08-28,38,point,NA,12
2021-08-15,3 wk ahead inc death,2021-09-04,38,point,NA,17
2021-08-15,4 wk ahead inc death,2021-09-11,38,point,NA,20
2021-08-15,1 wk ahead inc death,2021-08-21,39,point,NA,76
2021-08-15,2 wk ahead inc death,2021-08-28,39,point,NA,112
2021-08-15,3 wk ahead inc death,2021-09-04,39,point,NA,157
2021-08-15,4 wk ahead inc death,2021-09-11,39,point,NA,189
2021-08-15,1 wk ahead inc death,2021-08-21,40,point,NA,98
2021-08-15,2 wk ahead inc death,2021-08-28,40,point,NA,120
2021-08-15,3 wk ahead inc death,2021-09-04,40,point,NA,161
2021-08-15,4 wk ahead inc death,2021-09-11,40,point,NA,197
2021-08-15,1 wk ahead inc death,2021-08-21,41,point,NA,52
2021-08-15,2 wk ahead inc death,2021-08-28,41,point,NA,73
2021-08-15,3 wk ahead inc death,2021-09-04,41,point,NA,82
2021-08-15,4 wk ahead inc death,2021-09-11,41,point,NA,76
2021-08-15,1 wk ahead inc death,2021-08-21,42,point,NA,76
2021-08-15,2 wk ahead inc death,2021-08-28,42,point,NA,106
2021-08-15,3 wk ahead inc death,2021-09-04,42,point,NA,128
2021-08-15,4 wk ahead inc death,2021-09-11,42,point,NA,141
2021-08-15,1 wk ahead inc death,2021-08-21,44,point,NA,3
2021-08-15,2 wk ahead inc death,2021-08-28,44,point,NA,5
2021-08-15,3 wk ahead inc death,2021-09-04,44,point,NA,8
2021-08-15,4 wk ahead inc death,2021-09-11,44,point,NA,12
2021-08-15,1 wk ahead inc death,2021-08-21,45,point,NA,123
2021-08-15,2 wk ahead inc death,2021-08-28,45,point,NA,185
2021-08-15,3 wk ahead inc death,2021-09-04,45,point,NA,229
2021-08-15,4 wk ahead inc death,2021-09-11,45,point,NA,272
2021-08-15,1 wk ahead inc death,2021-08-21,46,point,NA,9
2021-08-15,2 wk ahead inc death,2021-08-28,46,point,NA,12
2021-08-15,3 wk ahead inc death,2021-09-04,46,point,NA,18
2021-08-15,4 wk ahead inc death,2021-09-11,46,point,NA,21
2021-08-15,1 wk ahead inc death,2021-08-21,47,point,NA,167
2021-08-15,2 wk ahead inc death,2021-08-28,47,point,NA,246
2021-08-15,3 wk ahead inc death,2021-09-04,47,point,NA,305
2021-08-15,4 wk ahead inc death,2021-09-11,47,point,NA,326
2021-08-15,1 wk ahead inc death,2021-08-21,48,point,NA,695
2021-08-15,2 wk ahead inc death,2021-08-28,48,point,NA,927
2021-08-15,3 wk ahead inc death,2021-09-04,48,point,NA,1078
2021-08-15,4 wk ahead inc death,2021-09-11,48,point,NA,1193
2021-08-15,1 wk ahead inc death,2021-08-21,49,point,NA,0
2021-08-15,2 wk ahead inc death,2021-08-28,49,point,NA,0
2021-08-15,3 wk ahead inc death,2021-09-04,49,point,NA,0
2021-08-15,4 wk ahead inc death,2021-09-11,49,point,NA,0
2021-08-15,1 wk ahead inc death,2021-08-21,50,point,NA,4
2021-08-15,2 wk ahead inc death,2021-08-28,50,point,NA,7
2021-08-15,3 wk ahead inc death,2021-09-04,50,point,NA,7
2021-08-15,4 wk ahead inc death,2021-09-11,50,point,NA,7
2021-08-15,1 wk ahead inc death,2021-08-21,51,point,NA,79
2021-08-15,2 wk ahead inc death,2021-08-28,51,point,NA,52
2021-08-15,3 wk ahead inc death,2021-09-04,51,point,NA,97
2021-08-15,4 wk ahead inc death,2021-09-11,51,point,NA,146
2021-08-15,1 wk ahead inc death,2021-08-21,53,point,NA,81
2021-08-15,2 wk ahead inc death,2021-08-28,53,point,NA,113
2021-08-15,3 wk ahead inc death,2021-09-04,53,point,NA,100
2021-08-15,4 wk ahead inc death,2021-09-11,53,point,NA,102
